x,y,z,time
0.000,0.202,6.061,0.004
0.000,0.202,6.162,0.004
0.000,0.202,6.263,0.003
0.000,0.202,6.364,0.003
0.000,0.202,6.465,0.003
0.000,0.202,6.566,0.003
0.000,0.202,6.667,0.003
0.000,0.202,6.768,0.003
0.000,0.202,6.869,0.003
0.000,0.202,6.970,0.003
0.000,0.202,7.071,0.003
0.000,0.202,7.172,0.002
0.000,0.202,7.273,0.002
0.000,0.202,7.374,0.002
0.000,0.202,7.475,0.002
0.000,0.202,7.576,0.002
0.000,0.202,7.677,0.002
0.000,0.202,7.778,0.002
0.000,0.202,7.879,0.002
0.000,0.202,7.980,0.001
0.000,0.202,8.081,0.001
0.000,0.202,8.182,0.001
0.000,0.202,8.283,0.001
0.000,0.202,8.384,0.001
0.000,0.202,8.485,0.001
0.000,0.202,8.586,0.001
0.000,0.202,8.687,0.001
0.000,0.202,8.788,0.001
0.000,0.202,8.889,0.000
0.000,0.202,8.990,0.000
0.000,0.202,9.091,0.000
0.000,0.202,9.192,0.000
0.000,0.202,9.293,0.000
0.000,0.202,9.394,0.000
0.000,0.202,9.495,0.000
0.000,0.202,9.596,0.000
0.000,0.202,9.697,0.000
0.000,0.202,9.798,0.000
0.000,0.202,9.899,0.000
0.000,0.202,10.000,0.000
0.000,0.202,10.101,0.000
0.000,0.303,0.101,0.000
0.000,0.303,0.202,0.000
0.000,0.303,0.303,0.000
0.000,0.303,0.404,0.000
0.000,0.303,0.505,0.000
0.000,0.303,0.606,0.000
0.000,0.303,0.707,0.000
0.000,0.303,0.808,0.001
0.000,0.303,0.909,0.001
0.000,0.303,1.010,0.001
0.000,0.303,1.111,0.001
0.000,0.303,1.212,0.001
0.000,0.303,1.313,0.001
0.000,0.303,1.414,0.002
0.000,0.303,1.515,0.002
0.000,0.303,1.616,0.002
0.000,0.303,1.717,0.002
0.000,0.303,1.818,0.003
0.000,0.303,1.919,0.003
0.000,0.303,2.020,0.003
0.000,0.303,2.121,0.003
0.000,0.303,2.222,0.004
0.000,0.303,2.323,0.004
0.000,0.303,2.424,0.004
0.000,0.303,2.525,0.005
0.000,0.303,2.626,0.005
0.000,0.303,2.727,0.005
0.000,0.303,2.828,0.005
0.000,0.303,2.929,0.006
0.000,0.303,3.030,0.006
0.000,0.303,3.131,0.006
0.000,0.303,3.232,0.007
0.000,0.303,3.333,0.007
0.000,0.303,3.434,0.007
0.000,0.303,3.535,0.007
0.000,0.303,3.636,0.007
0.000,0.303,3.737,0.008
0.000,0.303,3.838,0.008
0.000,0.303,3.939,0.008
0.000,0.303,4.040,0.008
0.000,0.303,4.141,0.008
0.000,0.303,4.242,0.009
0.000,0.303,4.343,0.009
0.000,0.303,4.444,0.009
0.000,0.303,4.545,0.009
0.000,0.303,4.646,0.009
0.000,0.303,4.747,0.009
0.000,0.303,4.848,0.009
0.000,0.303,4.949,0.009
0.000,0.303,5.051,0.009
0.000,0.303,5.152,0.009
0.000,0.303,5.253,0.009
0.000,0.303,5.354,0.009
0.000,0.303,5.455,0.009
0.000,0.303,5.556,0.009
0.000,0.303,5.657,0.009
0.000,0.303,5.758,0.009
0.000,0.303,5.859,0.008
0.000,0.303,5.960,0.008
0.000,0.303,6.061,0.008
0.000,0.303,6.162,0.008
0.000,0.303,6.263,0.008
0.000,0.303,6.364,0.007
0.000,0.303,6.465,0.007
0.000,0.303,6.566,0.007
0.000,0.303,6.667,0.007
0.000,0.303,6.768,0.007
0.000,0.303,6.869,0.006
0.000,0.303,6.970,0.006
0.000,0.303,7.071,0.006
0.000,0.303,7.172,0.005
0.000,0.303,7.273,0.005
0.000,0.303,7.374,0.005
0.000,0.303,7.475,0.005
0.000,0.303,7.576,0.004
0.000,0.303,7.677,0.004
0.000,0.303,7.778,0.004
0.000,0.303,7.879,0.003
0.000,0.303,7.980,0.003
0.000,0.303,8.081,0.003
0.000,0.303,8.182,0.003
0.000,0.303,8.283,0.002
0.000,0.303,8.384,0.002
0.000,0.303,8.485,0.002
0.000,0.303,8.586,0.002
0.000,0.303,8.687,0.001
0.000,0.303,8.788,0.001
0.000,0.303,8.889,0.001
0.000,0.303,8.990,0.001
0.000,0.303,9.091,0.001
0.000,0.303,9.192,0.001
0.000,0.303,9.293,0.000
0.000,0.303,9.394,0.000
0.000,0.303,9.495,0.000
0.000,0.303,9.596,0.000
0.000,0.303,9.697,0.000
0.000,0.303,9.798,0.000
0.000,0.303,9.899,0.000
0.000,0.303,10.000,0.000
0.000,0.303,10.101,0.000
0.000,0.404,0.101,0.000
0.000,0.404,0.202,0.000
0.000,0.404,0.303,0.000
0.000,0.404,0.404,0.000
0.000,0.404,0.505,0.000
0.000,0.404,0.606,0.001
0.000,0.404,0.707,0.001
0.000,0.404,0.808,0.001
0.000,0.404,0.909,0.001
0.000,0.404,1.010,0.002
0.000,0.404,1.111,0.002
0.000,0.404,1.212,0.002
0.000,0.404,1.313,0.003
0.000,0.404,1.414,0.003
0.000,0.404,1.515,0.003
0.000,0.404,1.616,0.004
0.000,0.404,1.717,0.004
0.000,0.404,1.818,0.005
0.000,0.404,1.919,0.005
0.000,0.404,2.020,0.006
0.000,0.404,2.121,0.006
0.000,0.404,2.222,0.007
0.000,0.404,2.323,0.007
0.000,0.404,2.424,0.008
0.000,0.404,2.525,0.008
0.000,0.404,2.626,0.009
0.000,0.404,2.727,0.009
0.000,0.404,2.828,0.010
0.000,0.404,2.929,0.010
0.000,0.404,3.030,0.011
0.000,0.404,3.131,0.011
0.000,0.404,3.232,0.012
0.000,0.404,3.333,0.012
0.000,0.404,3.434,0.012
0.000,0.404,3.535,0.013
0.000,0.404,3.636,0.013
0.000,0.404,3.737,0.014
0.000,0.404,3.838,0.014
0.000,0.404,3.939,0.014
0.000,0.404,4.040,0.015
0.000,0.404,4.141,0.015
0.000,0.404,4.242,0.015
0.000,0.404,4.343,0.015
0.000,0.404,4.444,0.016
0.000,0.404,4.545,0.016
0.000,0.404,4.646,0.016
0.000,0.404,4.747,0.016
0.000,0.404,4.848,0.016
0.000,0.404,4.949,0.016
0.000,0.404,5.051,0.016
0.000,0.404,5.152,0.016
0.000,0.404,5.253,0.016
0.000,0.404,5.354,0.016
0.000,0.404,5.455,0.016
0.000,0.404,5.556,0.016
0.000,0.404,5.657,0.015
0.000,0.404,5.758,0.015
0.000,0.404,5.859,0.015
0.000,0.404,5.960,0.015
0.000,0.404,6.061,0.014
0.000,0.404,6.162,0.014
0.000,0.404,6.263,0.014
0.000,0.404,6.364,0.013
0.000,0.404,6.465,0.013
0.000,0.404,6.566,0.012
0.000,0.404,6.667,0.012
0.000,0.404,6.768,0.012
0.000,0.404,6.869,0.011
0.000,0.404,6.970,0.011
0.000,0.404,7.071,0.010
0.000,0.404,7.172,0.010
0.000,0.404,7.273,0.009
0.000,0.404,7.374,0.009
0.000,0.404,7.475,0.008
0.000,0.404,7.576,0.008
0.000,0.404,7.677,0.007
0.000,0.404,7.778,0.007
0.000,0.404,7.879,0.006
0.000,0.404,7.980,0.006
0.000,0.404,8.081,0.005
0.000,0.404,8.182,0.005
0.000,0.404,8.283,0.004
0.000,0.404,8.384,0.004
0.000,0.404,8.485,0.003
0.000,0.404,8.586,0.003
0.000,0.404,8.687,0.003
0.000,0.404,8.788,0.002
0.000,0.404,8.889,0.002
0.000,0.404,8.990,0.002
0.000,0.404,9.091,0.001
0.000,0.404,9.192,0.001
0.000,0.404,9.293,0.001
0.000,0.404,9.394,0.001
0.000,0.404,9.495,0.000
0.000,0.404,9.596,0.000
0.000,0.404,9.697,0.000
0.000,0.404,9.798,0.000
0.000,0.404,9.899,0.000
0.000,0.404,10.000,0.000
0.000,0.404,10.101,0.000
0.000,0.505,0.101,0.000
0.000,0.505,0.202,0.000
0.000,0.505,0.303,0.000
0.000,0.505,0.404,0.000
0.000,0.505,0.505,0.001
0.000,0.505,0.606,0.001
0.000,0.505,0.707,0.001
0.000,0.505,0.808,0.002
0.000,0.505,0.909,0.002
0.000,0.505,1.010,0.002
0.000,0.505,1.111,0.003
0.000,0.505,1.212,0.003
0.000,0.505,1.313,0.004
0.000,0.505,1.414,0.005
0.000,0.505,1.515,0.005
0.000,0.505,1.616,0.006
0.000,0.505,1.717,0.007
0.000,0.505,1.818,0.007
0.000,0.505,1.919,0.008
0.000,0.505,2.020,0.009
0.000,0.505,2.121,0.010
0.000,0.505,2.222,0.010
0.000,0.505,2.323,0.011
0.000,0.505,2.424,0.012
0.000,0.505,2.525,0.013
0.000,0.505,2.626,0.013
0.000,0.505,2.727,0.014
0.000,0.505,2.828,0.015
0.000,0.505,2.929,0.016
0.000,0.505,3.030,0.017
0.000,0.505,3.131,0.017
0.000,0.505,3.232,0.018
0.000,0.505,3.333,0.019
0.000,0.505,3.434,0.019
0.000,0.505,3.535,0.020
0.000,0.505,3.636,0.021
0.000,0.505,3.737,0.021
0.000,0.505,3.838,0.022
0.000,0.505,3.939,0.022
0.000,0.505,4.040,0.023
0.000,0.505,4.141,0.023
0.000,0.505,4.242,0.024
0.000,0.505,4.343,0.024
0.000,0.505,4.444,0.024
0.000,0.505,4.545,0.024
0.000,0.505,4.646,0.025
0.000,0.505,4.747,0.025
0.000,0.505,4.848,0.025
0.000,0.505,4.949,0.025
0.000,0.505,5.051,0.025
0.000,0.505,5.152,0.025
0.000,0.505,5.253,0.025
0.000,0.505,5.354,0.025
0.000,0.505,5.455,0.024
0.000,0.505,5.556,0.024
0.000,0.505,5.657,0.024
0.000,0.505,5.758,0.024
0.000,0.505,5.859,0.023
0.000,0.505,5.960,0.023
0.000,0.505,6.061,0.022
0.000,0.505,6.162,0.022
0.000,0.505,6.263,0.021
0.000,0.505,6.364,0.021
0.000,0.505,6.465,0.020
0.000,0.505,6.566,0.019
0.000,0.505,6.667,0.019
0.000,0.505,6.768,0.018
0.000,0.505,6.869,0.017
0.000,0.505,6.970,0.017
0.000,0.505,7.071,0.016
0.000,0.505,7.172,0.015
0.000,0.505,7.273,0.014
0.000,0.505,7.374,0.013
0.000,0.505,7.475,0.013
0.000,0.505,7.576,0.012
0.000,0.505,7.677,0.011
0.000,0.505,7.778,0.010
0.000,0.505,7.879,0.010
0.000,0.505,7.980,0.009
0.000,0.505,8.081,0.008
0.000,0.505,8.182,0.007
0.000,0.505,8.283,0.007
0.000,0.505,8.384,0.006
0.000,0.505,8.485,0.005
0.000,0.505,8.586,0.005
0.000,0.505,8.687,0.004
0.000,0.505,8.788,0.003
0.000,0.505,8.889,0.003
0.000,0.505,8.990,0.002
0.000,0.505,9.091,0.002
0.000,0.505,9.192,0.002
0.000,0.505,9.293,0.001
0.000,0.505,9.394,0.001
0.000,0.505,9.495,0.001
0.000,0.505,9.596,0.000
0.000,0.505,9.697,0.000
0.000,0.505,9.798,0.000
0.000,0.505,9.899,0.000
0.000,0.505,10.000,0.000
0.000,0.505,10.101,0.000
0.000,0.606,0.101,0.000
0.000,0.606,0.202,0.000
0.000,0.606,0.303,0.000
0.000,0.606,0.404,0.001
0.000,0.606,0.505,0.001
0.000,0.606,0.606,0.001
0.000,0.606,0.707,0.002
0.000,0.606,0.808,0.002
0.000,0.606,0.909,0.003
0.000,0.606,1.010,0.003
0.000,0.606,1.111,0.004
0.000,0.606,1.212,0.005
0.000,0.606,1.313,0.006
0.000,0.606,1.414,0.007
0.000,0.606,1.515,0.008
0.000,0.606,1.616,0.008
0.000,0.606,1.717,0.009
0.000,0.606,1.818,0.010
0.000,0.606,1.919,0.012
0.000,0.606,2.020,0.013
0.000,0.606,2.121,0.014
0.000,0.606,2.222,0.015
0.000,0.606,2.323,0.016
0.000,0.606,2.424,0.017
0.000,0.606,2.525,0.018
0.000,0.606,2.626,0.019
0.000,0.606,2.727,0.020
0.000,0.606,2.828,0.022
0.000,0.606,2.929,0.023
0.000,0.606,3.030,0.024
0.000,0.606,3.131,0.025
0.000,0.606,3.232,0.026
0.000,0.606,3.333,0.027
0.000,0.606,3.434,0.028
0.000,0.606,3.535,0.029
0.000,0.606,3.636,0.030
0.000,0.606,3.737,0.030
0.000,0.606,3.838,0.031
0.000,0.606,3.939,0.032
0.000,0.606,4.040,0.033
0.000,0.606,4.141,0.033
0.000,0.606,4.242,0.034
0.000,0.606,4.343,0.034
0.000,0.606,4.444,0.035
0.000,0.606,4.545,0.035
0.000,0.606,4.646,0.035
0.000,0.606,4.747,0.036
0.000,0.606,4.848,0.036
0.000,0.606,4.949,0.036
0.000,0.606,5.051,0.036
0.000,0.606,5.152,0.036
0.000,0.606,5.253,0.036
0.000,0.606,5.354,0.035
0.000,0.606,5.455,0.035
0.000,0.606,5.556,0.035
0.000,0.606,5.657,0.034
0.000,0.606,5.758,0.034
0.000,0.606,5.859,0.033
0.000,0.606,5.960,0.033
0.000,0.606,6.061,0.032
0.000,0.606,6.162,0.031
0.000,0.606,6.263,0.030
0.000,0.606,6.364,0.030
0.000,0.606,6.465,0.029
0.000,0.606,6.566,0.028
0.000,0.606,6.667,0.027
0.000,0.606,6.768,0.026
0.000,0.606,6.869,0.025
0.000,0.606,6.970,0.024
0.000,0.606,7.071,0.023
0.000,0.606,7.172,0.022
0.000,0.606,7.273,0.020
0.000,0.606,7.374,0.019
0.000,0.606,7.475,0.018
0.000,0.606,7.576,0.017
0.000,0.606,7.677,0.016
0.000,0.606,7.778,0.015
0.000,0.606,7.879,0.014
0.000,0.606,7.980,0.013
0.000,0.606,8.081,0.012
0.000,0.606,8.182,0.010
0.000,0.606,8.283,0.009
0.000,0.606,8.384,0.008
0.000,0.606,8.485,0.008
0.000,0.606,8.586,0.007
0.000,0.606,8.687,0.006
0.000,0.606,8.788,0.005
0.000,0.606,8.889,0.004
0.000,0.606,8.990,0.003
0.000,0.606,9.091,0.003
0.000,0.606,9.192,0.002
0.000,0.606,9.293,0.002
0.000,0.606,9.394,0.001
0.000,0.606,9.495,0.001
0.000,0.606,9.596,0.001
0.000,0.606,9.697,0.000
0.000,0.606,9.798,0.000
0.000,0.606,9.899,0.000
0.000,0.606,10.000,0.000
0.000,0.606,10.101,0.000
0.000,0.707,0.101,0.000
0.000,0.707,0.202,0.000
0.000,0.707,0.303,0.000
0.000,0.707,0.404,0.001
0.000,0.707,0.505,0.001
0.000,0.707,0.606,0.002
0.000,0.707,0.707,0.002
0.000,0.707,0.808,0.003
0.000,0.707,0.909,0.004
0.000,0.707,1.010,0.005
0.000,0.707,1.111,0.006
0.000,0.707,1.212,0.007
0.000,0.707,1.313,0.008
0.000,0.707,1.414,0.009
0.000,0.707,1.515,0.010
0.000,0.707,1.616,0.011
0.000,0.707,1.717,0.013
0.000,0.707,1.818,0.014
0.000,0.707,1.919,0.016
0.000,0.707,2.020,0.017
0.000,0.707,2.121,0.019
0.000,0.707,2.222,0.020
0.000,0.707,2.323,0.022
0.000,0.707,2.424,0.023
0.000,0.707,2.525,0.025
0.000,0.707,2.626,0.026
0.000,0.707,2.727,0.028
0.000,0.707,2.828,0.029
0.000,0.707,2.929,0.031
0.000,0.707,3.030,0.032
0.000,0.707,3.131,0.034
0.000,0.707,3.232,0.035
0.000,0.707,3.333,0.036
0.000,0.707,3.434,0.038
0.000,0.707,3.535,0.039
0.000,0.707,3.636,0.040
0.000,0.707,3.737,0.041
0.000,0.707,3.838,0.042
0.000,0.707,3.939,0.043
0.000,0.707,4.040,0.044
0.000,0.707,4.141,0.045
0.000,0.707,4.242,0.046
0.000,0.707,4.343,0.047
0.000,0.707,4.444,0.047
0.000,0.707,4.545,0.048
0.000,0.707,4.646,0.048
0.000,0.707,4.747,0.048
0.000,0.707,4.848,0.048
0.000,0.707,4.949,0.049
0.000,0.707,5.051,0.049
0.000,0.707,5.152,0.048
0.000,0.707,5.253,0.048
0.000,0.707,5.354,0.048
0.000,0.707,5.455,0.048
0.000,0.707,5.556,0.047
0.000,0.707,5.657,0.047
0.000,0.707,5.758,0.046
0.000,0.707,5.859,0.045
0.000,0.707,5.960,0.044
0.000,0.707,6.061,0.043
0.000,0.707,6.162,0.042
0.000,0.707,6.263,0.041
0.000,0.707,6.364,0.040
0.000,0.707,6.465,0.039
0.000,0.707,6.566,0.038
0.000,0.707,6.667,0.036
0.000,0.707,6.768,0.035
0.000,0.707,6.869,0.034
0.000,0.707,6.970,0.032
0.000,0.707,7.071,0.031
0.000,0.707,7.172,0.029
0.000,0.707,7.273,0.028
0.000,0.707,7.374,0.026
0.000,0.707,7.475,0.025
0.000,0.707,7.576,0.023
0.000,0.707,7.677,0.022
0.000,0.707,7.778,0.020
0.000,0.707,7.879,0.019
0.000,0.707,7.980,0.017
0.000,0.707,8.081,0.016
0.000,0.707,8.182,0.014
0.000,0.707,8.283,0.013
0.000,0.707,8.384,0.011
0.000,0.707,8.485,0.010
0.000,0.707,8.586,0.009
0.000,0.707,8.687,0.008
0.000,0.707,8.788,0.007
0.000,0.707,8.889,0.006
0.000,0.707,8.990,0.005
0.000,0.707,9.091,0.004
0.000,0.707,9.192,0.003
0.000,0.707,9.293,0.002
0.000,0.707,9.394,0.002
0.000,0.707,9.495,0.001
0.000,0.707,9.596,0.001
0.000,0.707,9.697,0.000
0.000,0.707,9.798,0.000
0.000,0.707,9.899,0.000
0.000,0.707,10.000,0.000
0.000,0.707,10.101,0.000
0.000,0.808,0.101,0.000
0.000,0.808,0.202,0.000
0.000,0.808,0.303,0.001
0.000,0.808,0.404,0.001
0.000,0.808,0.505,0.002
0.000,0.808,0.606,0.002
0.000,0.808,0.707,0.003
0.000,0.808,0.808,0.004
0.000,0.808,0.909,0.005
0.000,0.808,1.010,0.006
0.000,0.808,1.111,0.007
0.000,0.808,1.212,0.009
0.000,0.808,1.313,0.010
0.000,0.808,1.414,0.012
0.000,0.808,1.515,0.013
0.000,0.808,1.616,0.015
0.000,0.808,1.717,0.017
0.000,0.808,1.818,0.018
0.000,0.808,1.919,0.020
0.000,0.808,2.020,0.022
0.000,0.808,2.121,0.024
0.000,0.808,2.222,0.026
0.000,0.808,2.323,0.028
0.000,0.808,2.424,0.030
0.000,0.808,2.525,0.032
0.000,0.808,2.626,0.034
0.000,0.808,2.727,0.036
0.000,0.808,2.828,0.038
0.000,0.808,2.929,0.040
0.000,0.808,3.030,0.042
0.000,0.808,3.131,0.044
0.000,0.808,3.232,0.046
0.000,0.808,3.333,0.047
0.000,0.808,3.434,0.049
0.000,0.808,3.535,0.051
0.000,0.808,3.636,0.052
0.000,0.808,3.737,0.054
0.000,0.808,3.838,0.055
0.000,0.808,3.939,0.056
0.000,0.808,4.040,0.058
0.000,0.808,4.141,0.059
0.000,0.808,4.242,0.060
0.000,0.808,4.343,0.060
0.000,0.808,4.444,0.061
0.000,0.808,4.545,0.062
0.000,0.808,4.646,0.062
0.000,0.808,4.747,0.063
0.000,0.808,4.848,0.063
0.000,0.808,4.949,0.063
0.000,0.808,5.051,0.063
0.000,0.808,5.152,0.063
0.000,0.808,5.253,0.063
0.000,0.808,5.354,0.062
0.000,0.808,5.455,0.062
0.000,0.808,5.556,0.061
0.000,0.808,5.657,0.060
0.000,0.808,5.758,0.060
0.000,0.808,5.859,0.059
0.000,0.808,5.960,0.058
0.000,0.808,6.061,0.056
0.000,0.808,6.162,0.055
0.000,0.808,6.263,0.054
0.000,0.808,6.364,0.052
0.000,0.808,6.465,0.051
0.000,0.808,6.566,0.049
0.000,0.808,6.667,0.047
0.000,0.808,6.768,0.046
0.000,0.808,6.869,0.044
0.000,0.808,6.970,0.042
0.000,0.808,7.071,0.040
0.000,0.808,7.172,0.038
0.000,0.808,7.273,0.036
0.000,0.808,7.374,0.034
0.000,0.808,7.475,0.032
0.000,0.808,7.576,0.030
0.000,0.808,7.677,0.028
0.000,0.808,7.778,0.026
0.000,0.808,7.879,0.024
0.000,0.808,7.980,0.022
0.000,0.808,8.081,0.020
0.000,0.808,8.182,0.018
0.000,0.808,8.283,0.017
0.000,0.808,8.384,0.015
0.000,0.808,8.485,0.013
0.000,0.808,8.586,0.012
0.000,0.808,8.687,0.010
0.000,0.808,8.788,0.009
0.000,0.808,8.889,0.007
0.000,0.808,8.990,0.006
0.000,0.808,9.091,0.005
0.000,0.808,9.192,0.004
0.000,0.808,9.293,0.003
0.000,0.808,9.394,0.002
0.000,0.808,9.495,0.002
0.000,0.808,9.596,0.001
0.000,0.808,9.697,0.001
0.000,0.808,9.798,0.000
0.000,0.808,9.899,0.000
0.000,0.808,10.000,0.000
0.000,0.808,10.101,0.000
0.000,0.909,0.101,0.000
0.000,0.909,0.202,0.000
0.000,0.909,0.303,0.001
0.000,0.909,0.404,0.001
0.000,0.909,0.505,0.002
0.000,0.909,0.606,0.003
0.000,0.909,0.707,0.004
0.000,0.909,0.808,0.005
0.000,0.909,0.909,0.006
0.000,0.909,1.010,0.008
0.000,0.909,1.111,0.009
0.000,0.909,1.212,0.011
0.000,0.909,1.313,0.013
0.000,0.909,1.414,0.015
0.000,0.909,1.515,0.017
0.000,0.909,1.616,0.019
0.000,0.909,1.717,0.021
0.000,0.909,1.818,0.023
0.000,0.909,1.919,0.026
0.000,0.909,2.020,0.028
0.000,0.909,2.121,0.030
0.000,0.909,2.222,0.033
0.000,0.909,2.323,0.035
0.000,0.909,2.424,0.038
0.000,0.909,2.525,0.040
0.000,0.909,2.626,0.043
0.000,0.909,2.727,0.045
0.000,0.909,2.828,0.048
0.000,0.909,2.929,0.050
0.000,0.909,3.030,0.053
0.000,0.909,3.131,0.055
0.000,0.909,3.232,0.057
0.000,0.909,3.333,0.060
0.000,0.909,3.434,0.062
0.000,0.909,3.535,0.064
0.000,0.909,3.636,0.066
0.000,0.909,3.737,0.068
0.000,0.909,3.838,0.069
0.000,0.909,3.939,0.071
0.000,0.909,4.040,0.072
0.000,0.909,4.141,0.074
0.000,0.909,4.242,0.075
0.000,0.909,4.343,0.076
0.000,0.909,4.444,0.077
0.000,0.909,4.545,0.078
0.000,0.909,4.646,0.078
0.000,0.909,4.747,0.079
0.000,0.909,4.848,0.079
0.000,0.909,4.949,0.079
0.000,0.909,5.051,0.079
0.000,0.909,5.152,0.079
0.000,0.909,5.253,0.079
0.000,0.909,5.354,0.078
0.000,0.909,5.455,0.078
0.000,0.909,5.556,0.077
0.000,0.909,5.657,0.076
0.000,0.909,5.758,0.075
0.000,0.909,5.859,0.074
0.000,0.909,5.960,0.072
0.000,0.909,6.061,0.071
0.000,0.909,6.162,0.069
0.000,0.909,6.263,0.068
0.000,0.909,6.364,0.066
0.000,0.909,6.465,0.064
0.000,0.909,6.566,0.062
0.000,0.909,6.667,0.060
0.000,0.909,6.768,0.057
0.000,0.909,6.869,0.055
0.000,0.909,6.970,0.053
0.000,0.909,7.071,0.050
0.000,0.909,7.172,0.048
0.000,0.909,7.273,0.045
0.000,0.909,7.374,0.043
0.000,0.909,7.475,0.040
